Start Time:  04-08-2025 13:02:04          Time Completed:  04-08-2025 13:52:52      Elapsed Time:  00:50:47
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\C3.txt
Plot File:     C:\IDEASVSM\LS_QC\C3.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\C3.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.013312 	
 18000 	 0.0133623 	
 17000 	 0.0134035 	
 16000 	 0.0134574 	
 15000 	 0.0135216 	
 14000 	 0.0135588 	
 13000 	 0.0135917 	
 12000 	 0.0136195 	
 11000 	 0.0136487 	
 10000 	 0.0136538 	
 9000.01 	 0.0136847 	
 8000.01 	 0.0136761 	
 7000 	 0.0136547 	
 6000.01 	 0.0136184 	
 5000 	 0.0135592 	
 3999.99 	 0.0134453 	
 3000.07 	 0.013204 	
 2000 	 0.0126659 	
 999.99 	 0.0110523 	
 949.991 	 0.0108689 	
 899.992 	 0.0106872 	
 850.006 	 0.0104799 	
 799.989 	 0.0102505 	
 749.994 	 0.0100078 	
 699.995 	 0.00973576 	
 649.997 	 0.00944429 	
 599.995 	 0.00911298 	
 549.997 	 0.0087528 	
 499.999 	 0.0083558 	
 449.989 	 0.00792229 	
 400.004 	 0.00744065 	
 350.014 	 0.00690705 	
 300 	 0.00634322 	
 249.998 	 0.00573171 	
 200.001 	 0.00508766 	
 190.002 	 0.00493776 	
 179.995 	 0.00479745 	
 169.998 	 0.00466106 	
 160.001 	 0.0045263 	
 149.998 	 0.00439091 	
 140.002 	 0.00423634 	
 129.993 	 0.00411131 	
 119.996 	 0.00398047 	
 109.985 	 0.00384625 	
 100.001 	 0.00371222 	
 89.9883 	 0.00357756 	
 79.9977 	 0.00344399 	
 69.9997 	 0.00331054 	
 59.9965 	 0.00317754 	
 49.9926 	 0.00304545 	
 39.9945 	 0.00291208 	
 29.994 	 0.00277623 	
 19.995 	 0.00263582 	
 18.0011 	 0.00259139 	
 15.994 	 0.0025518 	
 13.9989 	 0.00251405 	
 12.0096 	 0.00247624 	
 9.99989 	 0.00243514 	
 8.00445 	 0.00239007 	
 5.99431 	 0.00233946 	
 3.99252 	 0.00227393 	
 1.99171 	 0.00217687 	
-0.00347605 	 0.00195439 	
-2.00181 	 0.00110746 	
-3.99504 	-0.000223162 	
-6.00498 	-0.00105047 	
-8.00051 	-0.001425 	
-9.99578 	-0.00173034 	
-11.9988 	-0.00193563 	
-13.9984 	-0.00207386 	
-16.0074 	-0.00217258 	
-17.9932 	-0.00224459 	
-19.9978 	-0.00230354 	
-29.9987 	-0.00247792 	
-40.0047 	-0.00260192 	
-50.007 	-0.00270702 	
-60.0004 	-0.00280396 	
-70.0082 	-0.00289785 	
-80.0018 	-0.0029909 	
-90.0042 	-0.00309036 	
-99.9959 	-0.00318414 	
-110.001 	-0.00327261 	
-120.001 	-0.00336415 	
-130.006 	-0.00345845 	
